Province,District,Com_Code,Commune,TT_Family,TT_M,TT_F,TT_Both,Both_UP_18,M_18_24,F_18_24,M_25_35,F_25_35,M_36_45,F_36_45,M_46_60,F_46_60,M_UP_61,F_UP_61,M_IM_UP_18,F_IM_UP_18,Both_IM_18,IM_UP_18_P,IM_POP_P
Ratanak Kiri,Ou Ya Dav,160703,Pak Nhai,688,1683,1660,3343,1652,192,235,259,230,148,160,173,130,65,60,0,0,0,0.00000000000,0.00000000000
Preah Vihear,Kuleaen,130405,Phnum Tbaeng Pir,894,1897,1907,3804,1919,238,273,329,330,189,177,116,170,33,64,1,1,2,0.10000000000,0.05000000000
Ratanak Kiri,Bar Kaev,160306,Ting Chak,620,1501,1612,3113,1535,180,175,247,235,155,168,134,126,60,55,0,0,0,0.00000000000,0.00000000000
Siem Reap,Svay Leu,171305,Ta Siem,1358,3200,3201,6401,3192,313,292,328,324,343,362,360,397,253,220,1,6,7,0.22000000000,0.11000000000
Ratanak Kiri,Ou Ya Dav,160702,Lum Choar,580,1631,1203,2834,1353,173,169,192,152,176,182,160,94,26,29,0,0,0,0.00000000000,0.00000000000
Siem Reap,Angkor Chum,170102,Doun Peng,1354,3545,3327,6872,3615,484,419,478,486,418,385,334,242,188,181,408,291,699,19.34000000000,10.17000000000
Siem Reap,Banteay Srei,170302,Khun Ream,1459,3377,3491,6868,3743,432,424,470,477,372,407,411,385,179,186,28,11,39,1.04000000000,0.57000000000
Ratanak Kiri,Ban Lung,160203,Yeak Laom,554,1390,1359,2749,1322,182,147,195,184,118,146,110,107,62,71,0,0,0,0.00000000000,0.00000000000
Banteay Meanchey,Ou Chrov,010507,Soengh,1474,3469,3333,6802,4130,471,458,609,464,367,440,367,426,288,240,312,189,501,12.13000000000,7.37000000000
Preah Vihear,Chhaeb,130204,Sangkae Pir,293,744,759,1503,745,98,109,115,114,55,63,63,66,24,38,1,3,4,0.54000000000,0.27000000000
Ratanak Kiri,Ban Lung,160202,Labansiek,2496,5928,5583,11511,4402,609,577,671,612,621,637,192,291,98,94,5,1,6,0.14000000000,0.05000000000
Siem Reap,Angkor Chum,170103,Kouk Doung,2875,7276,7001,14277,7806,942,902,946,981,844,827,761,757,439,407,377,194,571,7.31000000000,4.00000000000
Siem Reap,Kralanh,170607,Saen Sokh,1671,4852,4172,9024,5405,706,642,1126,686,494,542,419,388,181,221,494,347,841,15.56000000000,9.32000000000
Banteay Meanchey,Preah Netr Preah,010407,Tean Kam,883,2137,1891,4028,2501,323,280,311,327,298,289,224,233,108,108,230,210,440,17.59000000000,10.92000000000
Ratanak Kiri,Bar Kaev,160303,La Minh,868,2235,2195,4430,2373,247,269,351,339,282,277,202,194,112,100,0,0,0,0.00000000000,0.00000000000
Preah Vihear,Chey Saen,130102,Tasu,479,1153,1193,2346,1262,148,151,200,225,110,122,68,88,69,81,0,10,10,0.79000000000,0.43000000000
Siem Reap,Angkor Chum,170104,Koul,789,1857,1977,3834,2433,316,355,346,356,205,223,214,239,70,109,359,271,630,25.89000000000,16.43000000000
Ratanak Kiri,Ban Lung,160201,Kachanh,1626,3604,3407,7011,3695,500,405,559,574,401,403,348,354,67,84,4,2,6,0.16000000000,0.09000000000
Banteay Meanchey,Paoy Paet,011002,Paoy Paet,10759,24693,24900,49593,27469,3710,3696,3471,3765,2864,2773,2725,2547,973,945,555,409,964,3.51000000000,1.94000000000
Banteay Meanchey,Preah Netr Preah,010409,Bos Sbov,2689,5762,6028,11790,7017,882,931,983,1020,750,765,513,559,262,352,533,366,899,12.81000000000,7.63000000000
Stung Treng,Sesan,190103,Phluk,330,694,719,1413,753,82,90,96,84,72,85,57,66,53,68,1,3,4,0.53000000000,0.28000000000
Siem Reap,Kralanh,170604,Krouch Kor,961,2365,2405,4770,2738,287,337,360,374,407,367,230,231,63,82,207,151,358,13.08000000000,7.51000000000
Banteay Meanchey,Paoy Paet,011001,Nimitt,4269,9804,9716,19520,11371,1332,1278,1534,1471,1157,1296,1157,1079,465,602,1088,603,1691,14.87000000000,8.66000000000
Banteay Meanchey,Preah Netr Preah,010402,Chob Veari,2825,6552,6565,13117,7878,1023,1023,1022,1116,710,740,796,822,290,336,800,470,1270,16.12000000000,9.68000000000
Siem Reap,Angkor Chum,170107,Ta Saom,1913,5004,5178,10182,6058,776,794,843,945,500,573,460,571,263,333,909,984,1893,31.25000000000,18.59000000000
Banteay Meanchey,Ou Chrov,010501,Changha,1517,3052,3203,6255,4208,373,374,480,462,447,439,400,490,368,375,361,214,575,13.66000000000,9.19000000000
Banteay Meanchey,Serei Saophoan,010604,Mkak,1841,4037,3907,7944,4812,566,540,620,642,517,558,533,464,166,206,352,182,534,11.10000000000,6.72000000000
Preah Vihear,Sangkum Thmei,130603,Phnum Tbaeng Muoy,425,952,899,1851,1134,120,138,182,176,122,128,90,82,71,25,0,0,0,0.00000000000,0.00000000000
Siem Reap,Angkor Chum,170101,Char Chhuk,1908,4624,4883,9507,6244,876,811,952,965,499,555,464,669,199,254,415,206,621,9.95000000000,6.53000000000
Preah Vihear,Tbaeng Mean Chey,130706,Preah Khleang,618,1539,1022,2561,1518,162,105,159,134,167,128,189,151,196,127,0,8,8,0.53000000000,0.31000000000
Ratanak Kiri,Ou Ya Dav,160707,Ya Tung,557,1144,1243,2387,1246,134,177,195,229,131,108,97,107,36,32,0,0,0,0.00000000000,0.00000000000
Ratanak Kiri,Bar Kaev,160304,Lung Khung,672,1710,1549,3259,1399,124,180,204,230,146,150,114,144,54,53,0,0,0,0.00000000000,0.00000000000
Ratanak Kiri,Koun Mom,160405,Trapeang Chres,1266,2905,2902,5807,3119,377,415,441,461,299,307,290,278,123,128,1,9,10,0.32000000000,0.17000000000
Banteay Meanchey,Ou Chrov,010506,Souphi,1194,2226,2198,4424,2932,370,342,460,402,220,243,286,333,109,167,502,383,885,30.18000000000,20.00000000000
Banteay Meanchey,Ou Chrov,010502,Koub,1974,4423,4565,8988,5788,656,629,637,641,433,487,651,712,436,506,547,285,832,14.37000000000,9.26000000000
Ratanak Kiri,Lumphat,160504,Lbang Pir,280,604,626,1230,606,70,68,86,78,54,58,58,57,35,42,0,0,0,0.00000000000,0.00000000000
Siem Reap,Angkor Thum,170201,Chob Ta Trav,808,2058,2142,4200,2119,238,267,269,292,248,264,156,219,70,96,64,25,89,4.20000000000,2.12000000000
Siem Reap,Kralanh,170601,Chanleas Dai,1796,4724,4871,9595,5805,660,667,686,776,688,678,585,619,195,251,827,618,1445,24.89000000000,15.06000000000
Siem Reap,Angkor Thum,170203,Peak Snaeng,1056,2484,2736,5220,2790,370,375,389,391,244,287,246,280,88,120,2,13,15,0.54000000000,0.29000000000
Banteay Meanchey,Preah Netr Preah,010406,Rohal,1973,4426,4429,8855,4739,648,605,592,596,406,475,461,471,221,264,0,0,0,0.00000000000,0.00000000000
Ratanak Kiri,Bar Kaev,160305,Saeung,620,1605,1512,3117,1576,178,157,244,284,175,165,150,127,50,46,0,0,0,0.00000000000,0.00000000000
Preah Vihear,Sangkum Thmei,130602,Ro'ang,1086,2377,2383,4760,2854,257,290,333,324,324,315,417,424,85,85,4,4,8,0.28000000000,0.17000000000
Preah Vihear,Chey Saen,130103,Khyang,867,2067,2166,4233,2403,245,227,340,319,305,317,181,272,91,106,0,1,1,0.04000000000,0.02000000000
Ratanak Kiri,Ou Ya Dav,160704,Pa Te,434,984,1008,1992,1023,123,172,155,128,108,112,91,72,35,27,0,0,0,0.00000000000,0.00000000000
Siem Reap,Kralanh,170610,Ta An,798,2130,2731,4861,3232,246,295,369,349,280,273,287,849,121,163,159,74,233,7.21000000000,4.79000000000
Siem Reap,Kralanh,170608,Snuol,1419,3560,3764,7324,3989,506,523,498,559,393,443,385,390,131,161,114,76,190,4.76000000000,2.59000000000
Stung Treng,Thala Barivat,190510,Srae Ruessei,386,890,913,1803,1081,87,85,141,138,126,111,105,113,89,86,0,0,0,0.00000000000,0.00000000000
Ratanak Kiri,Ou Ya Dav,160701,Bar Kham,477,1185,1258,2443,1146,141,141,182,170,136,120,82,92,30,52,0,0,0,0.00000000000,0.00000000000
Preah Vihear,Chey Saen,130104,Chrach,750,1771,1789,3560,1868,270,240,276,264,140,177,153,200,60,88,0,4,4,0.21000000000,0.11000000000
Banteay Meanchey,Preah Netr Preah,010408,Tuek Chour,2790,6738,6932,13670,7701,912,904,944,954,826,825,642,749,436,509,627,541,1168,15.17000000000,8.54000000000
Siem Reap,Angkor Chum,170105,Nokor Pheas,1698,4963,4624,9587,5348,641,647,687,726,572,611,523,515,174,252,690,215,905,16.92000000000,9.44000000000
Banteay Meanchey,Preah Netr Preah,010401,Chnuor Mean Chey,1443,3964,4024,7988,4936,551,581,805,714,395,415,485,541,218,231,577,430,1007,20.40000000000,12.61000000000
Banteay Meanchey,Serei Saophoan,010602,Kampong Svay,5167,10828,11399,22227,10329,1465,1554,1391,1478,793,1148,710,973,327,490,1085,447,1532,14.83000000000,6.89000000000
Preah Vihear,Chey Saen,130101,S'ang,684,1634,1569,3203,1821,140,213,416,224,153,185,135,176,79,100,1,11,12,0.66000000000,0.37000000000
Siem Reap,Svay Leu,171303,Khnang Phnum,777,1833,2062,3895,1938,218,233,272,273,207,224,168,204,67,72,7,4,11,0.57000000000,0.28000000000
Ratanak Kiri,Lumphat,160503,Lbang Muoy,384,781,863,1644,904,81,125,132,155,90,84,82,76,40,39,0,0,0,0.00000000000,0.00000000000
Preah Vihear,Chey Saen,130106,Putrea,1311,2574,2704,5278,2717,314,333,368,329,267,279,214,266,153,194,3,13,16,0.59000000000,0.30000000000
Banteay Meanchey,Preah Netr Preah,010403,Phnum Lieb,3325,8483,7962,16445,9204,1340,1230,1219,1103,848,890,874,925,339,436,1072,778,1850,20.10000000000,11.25000000000
Preah Vihear,Chey Saen,130105,Thmea,723,1575,2008,3583,1958,222,506,237,260,174,190,106,121,70,72,0,3,3,0.15000000000,0.08000000000
Preah Vihear,Sangkum Thmei,130601,Chamraeun,1139,2475,2747,5222,3143,355,445,510,485,266,315,257,267,94,149,2,6,8,0.25000000000,0.15000000000
Banteay Meanchey,Serei Saophoan,010606,Phniet,1068,2149,2291,4440,2839,349,350,418,377,253,259,242,307,96,188,0,0,0,0.00000000000,0.00000000000
Preah Vihear,Sangkum Thmei,130604,Sdau,588,1255,1398,2653,1406,197,202,237,228,104,115,93,128,32,70,5,5,10,0.71000000000,0.38000000000
Stung Treng,Thala Barivat,190511,Thala Barivat,980,2002,2223,4225,2343,312,238,273,288,206,183,207,197,82,357,0,22,22,0.94000000000,0.52000000000
Siem Reap,Svay Leu,171304,Svay Leu,1908,5037,4801,9838,4553,590,521,704,690,501,446,407,390,162,142,29,28,57,1.25000000000,0.58000000000
Siem Reap,Kralanh,170605,Roung Kou,1024,2681,2845,5526,3158,303,326,393,430,323,388,273,337,160,225,41,40,81,2.56000000000,1.47000000000
Siem Reap,Puok,170703,Kdei Run,1038,2643,2772,5415,2922,387,337,382,420,315,360,182,331,93,115,141,109,250,8.56000000000,4.62000000000
Ratanak Kiri,Lumphat,160502,Ka Laeng,744,1788,1721,3509,1529,164,217,206,175,186,165,145,109,95,67,0,0,0,0.00000000000,0.00000000000
Preah Vihear,Rovieng,130509,Reaksa,643,1613,1615,3228,1413,169,167,181,179,150,145,127,132,80,83,0,7,7,0.50000000000,0.22000000000
Banteay Meanchey,Preah Netr Preah,010405,Preah Netr Preah,3028,7330,7694,15024,8449,1086,1009,936,959,808,790,833,822,548,658,1180,914,2094,24.78000000000,13.94000000000
Siem Reap,Banteay Srei,170301,Khnar Sanday,1574,4244,4378,8622,4815,617,625,707,682,501,524,433,464,113,149,31,29,60,1.25000000000,0.70000000000
Siem Reap,Banteay Srei,170306,Tbaeng,1722,3957,4120,8077,4114,520,551,553,553,443,472,369,337,142,174,24,12,36,0.88000000000,0.45000000000
Preah Vihear,Rovieng,130510,Rumdaoh,780,1742,1879,3621,1779,226,201,216,237,227,234,118,128,77,115,2,9,11,0.62000000000,0.30000000000
Banteay Meanchey,Serei Saophoan,010607,Preah Ponlea,3067,6766,7654,14420,8942,1075,1215,970,1049,859,1018,877,1019,409,451,223,140,363,4.06000000000,2.52000000000
Siem Reap,Kralanh,170602,Kampong Thkov,1128,2674,2911,5585,3560,418,377,426,531,333,368,339,409,156,203,194,115,309,8.68000000000,5.53000000000
Siem Reap,Puok,170711,Prey Chruk,1866,4744,5020,9764,5692,650,627,613,656,545,643,534,591,367,466,140,124,264,4.64000000000,2.70000000000
Stung Treng,Thala Barivat,190506,Ou Rai,519,1208,1236,2444,1295,173,168,185,201,124,135,106,99,55,49,1,7,8,0.62000000000,0.33000000000
Banteay Meanchey,Serei Saophoan,010608,Tuek Thla,3228,6644,6886,13530,8527,1151,1160,1285,1292,645,681,761,879,312,361,735,342,1077,12.63000000000,7.96000000000
Banteay Meanchey,Malai,010905,Tuol Pongro,2327,5391,5499,10890,5925,771,762,782,784,635,733,541,574,183,160,400,313,713,12.03000000000,6.55000000000
Stung Treng,Sesan,190102,Kbal Romeas,840,2019,1988,4007,2234,310,287,337,310,219,230,209,203,67,62,0,7,7,0.31000000000,0.17000000000
Stung Treng,Thala Barivat,190501,Anlong Phe,570,1347,1319,2666,1185,157,155,186,172,99,90,110,95,66,55,0,0,0,0.00000000000,0.00000000000
Siem Reap,Puok,170715,Trei Nhoar,1685,5212,5245,10457,5772,649,654,712,708,605,691,573,594,294,292,304,144,448,7.76000000000,4.28000000000
Banteay Meanchey,Serei Saophoan,010605,Ou Ambel,3705,8524,8573,17097,10583,1113,1185,1268,1215,923,1075,1076,1219,821,688,438,195,633,5.98000000000,3.70000000000
Ratanak Kiri,Lumphat,160506,Seda,1055,2608,2573,5181,2324,313,345,286,338,233,235,183,192,97,102,0,1,1,0.04000000000,0.02000000000
Banteay Meanchey,Ou Chrov,010503,Kuttasat,1391,3089,3053,6142,3467,232,239,331,336,294,317,453,471,375,419,183,176,359,10.35000000000,5.85000000000
Banteay Meanchey,Serei Saophoan,010603,Kaoh Pong Satv,1025,2150,2254,4404,2843,305,327,371,384,227,267,247,339,147,229,295,215,510,17.94000000000,11.58000000000
Siem Reap,Puok,170716,Yeang,991,2296,2416,4712,2812,385,330,398,406,291,333,206,236,136,91,33,22,55,1.96000000000,1.17000000000
Ratanak Kiri,Lumphat,160505,Ba Tang,899,1924,2202,4126,1667,181,289,179,180,184,182,147,126,86,113,0,0,0,0.00000000000,0.00000000000
Siem Reap,Kralanh,170609,Sranal,2095,4856,4913,9769,5406,659,669,741,783,449,552,469,544,253,287,361,215,576,10.65000000000,5.90000000000
Siem Reap,Kralanh,170603,Kralanh,1205,2900,3015,5915,3643,288,378,456,491,465,384,326,353,263,239,142,78,220,6.04000000000,3.72000000000
Banteay Meanchey,Ou Chrov,010505,Samraong,1793,3920,4020,7940,4520,589,462,562,634,384,461,428,499,196,305,285,106,391,8.65000000000,4.92000000000
Siem Reap,Puok,170712,Reul,2771,7665,7763,15428,8588,1021,1011,1114,1091,883,953,804,894,420,397,442,173,615,7.16000000000,3.99000000000
Banteay Meanchey,Malai,010902,Malai,1942,4044,4002,8046,5228,678,676,633,597,589,530,569,665,135,156,196,191,387,7.40000000000,4.81000000000
Banteay Meanchey,Malai,010906,Ta Kong,2185,5151,4685,9836,5358,804,729,730,686,545,439,538,488,206,193,221,155,376,7.02000000000,3.82000000000
Banteay Meanchey,Malai,010903,Ou Sampoar,1143,2565,2655,5220,2319,263,294,285,242,299,272,238,237,84,105,161,84,245,10.56000000000,4.69000000000
Banteay Meanchey,Malai,010904,Ou Sralau,922,1964,1928,3892,2409,364,376,345,306,198,165,286,300,26,43,226,188,414,17.19000000000,10.64000000000
Banteay Meanchey,Mongkol Borei,010205,Koy Maeng,1687,3563,3392,6955,4571,609,571,720,570,324,359,421,450,305,242,814,634,1448,31.68000000000,20.82000000000
Siem Reap,Angkor Thum,170204,Svay Chek,1247,3178,3401,6579,3409,426,470,389,444,376,385,271,297,171,180,4,1,5,0.15000000000,0.08000000000
Ratanak Kiri,Koun Mom,160401,Serei Mongkol,425,814,878,1692,907,62,141,111,117,99,103,87,84,67,36,1,1,2,0.22000000000,0.12000000000
Banteay Meanchey,Malai,010901,Boeng Beng,1567,3307,3269,6576,3710,435,443,495,455,419,408,343,429,144,139,94,86,180,4.85000000000,2.74000000000
Banteay Meanchey,Mongkol Borei,010209,Ruessei Kraok,5168,12109,12538,24647,15365,1620,1753,1997,2023,1487,1498,1541,1621,854,971,1349,738,2087,13.58000000000,8.47000000000
Stung Treng,Sesan,190101,Kamphun,776,1557,1574,3131,1737,187,163,170,194,171,206,155,158,180,153,2,5,7,0.40000000000,0.22000000000
Stung Treng,Thala Barivat,190502,Chamkar Leu,396,822,945,1767,980,93,112,102,103,108,117,95,138,49,63,0,0,0,0.00000000000,0.00000000000
Banteay Meanchey,Preah Netr Preah,010404,Prasat,1567,3860,3816,7676,4252,472,478,620,590,354,381,374,431,290,262,563,308,871,20.48000000000,11.35000000000
Banteay Meanchey,Mongkol Borei,010202,Bat Trang,1706,3870,3797,7667,4786,604,539,721,710,381,392,420,468,213,338,461,165,626,13.08000000000,8.16000000000
Siem Reap,Puok,170701,Sasar Sdam,2560,6618,6738,13356,7104,861,885,894,975,711,686,604,750,402,336,287,180,467,6.57000000000,3.50000000000
Stung Treng,Stueng Traeng,190402,Srah Ruessei,768,1991,2018,4009,2700,284,286,326,329,230,250,313,334,159,189,2,11,13,0.48000000000,0.32000000000
Siem Reap,Angkor Thum,170202,Leang Dai,1964,4389,4658,9047,4775,624,632,589,668,462,472,402,421,222,283,42,28,70,1.47000000000,0.77000000000
Siem Reap,Chi Kraeng,170404,Khvav,2559,6498,6821,13319,5777,584,673,718,758,610,665,565,609,267,328,17,22,39,0.68000000000,0.29000000000
Banteay Meanchey,Mongkol Borei,010213,Ta Lam,1953,4302,4183,8485,5282,744,698,813,743,440,399,399,457,258,331,781,551,1332,25.22000000000,15.70000000000
Stung Treng,Stueng Traeng,190403,Preah Bat,578,1592,1600,3192,2046,290,266,317,327,168,177,161,179,81,80,0,6,6,0.29000000000,0.19000000000
Siem Reap,Banteay Srei,170304,Rumchek,672,1509,1763,3272,1954,237,253,286,286,116,181,135,198,145,117,0,2,2,0.10000000000,0.06000000000
Siem Reap,Kralanh,170606,Sambuor,1403,3476,3440,6916,3472,393,391,406,403,364,375,336,414,187,203,107,76,183,5.27000000000,2.65000000000
Banteay Meanchey,Mongkol Borei,010201,Banteay Neang,4206,9675,9946,19621,11682,1428,1527,1605,1652,1028,1146,1014,1107,526,649,1010,664,1674,14.33000000000,8.53000000000
Stung Treng,Stueng Traeng,190401,Stueng Traeng,2754,7236,7005,14241,9013,953,966,1189,1178,1150,1135,1016,958,250,218,9,43,52,0.58000000000,0.37000000000
Ratanak Kiri,Lumphat,160501,Chey Otdam,881,2076,1981,4057,2154,227,276,338,310,199,202,214,192,83,113,0,1,1,0.05000000000,0.02000000000
Banteay Meanchey,Mongkol Borei,010208,Rohat Tuek,2732,6060,6199,12259,7198,983,914,1018,948,656,650,573,728,329,399,612,257,869,12.07000000000,7.09000000000
Siem Reap,Puok,170707,Lvea,2104,5452,5612,11064,6219,816,739,932,942,562,609,465,600,266,288,157,136,293,4.71000000000,2.65000000000
Siem Reap,Puok,170702,Doun Kaev,2709,6855,7174,14029,7630,942,913,1116,1181,684,776,617,704,323,374,25,21,46,0.60000000000,0.33000000000
Ratanak Kiri,Koun Mom,160402,Srae Angkrorng,382,945,986,1931,979,134,134,162,132,88,88,78,62,42,59,0,2,2,0.20000000000,0.10000000000
Banteay Meanchey,Mongkol Borei,010212,Srah Reang,1576,3313,3363,6676,4130,542,481,563,556,396,397,315,397,201,282,1042,393,1435,34.75000000000,21.49000000000
Stung Treng,Siem Bouk,190203,Kaoh Sralay,780,1697,1728,3425,1782,296,306,213,212,146,142,149,162,73,83,0,4,4,0.22000000000,0.12000000000
Siem Reap,Puok,170708,Mukh Paen,1187,2644,2896,5540,3345,430,451,452,468,260,372,269,365,118,160,101,84,185,5.53000000000,3.34000000000
Siem Reap,Banteay Srei,170303,Preah Dak,1652,4126,4282,8408,4730,565,588,580,654,479,532,425,464,183,260,6,16,22,0.47000000000,0.26000000000
Banteay Meanchey,Mongkol Borei,010206,Ou Prasat,3330,7690,7195,14885,8781,1151,1161,1167,1056,887,832,748,780,464,535,891,597,1488,16.95000000000,10.00000000000
Siem Reap,Svay Leu,171301,Boeng Mealea,1066,2589,2506,5095,2131,321,318,261,287,254,247,159,149,62,73,40,76,116,5.44000000000,2.28000000000
Banteay Meanchey,Mongkol Borei,010203,Chamnaom,3690,9549,9077,18626,11549,1462,1303,1400,1497,890,1071,1121,1195,768,842,602,338,940,8.14000000000,5.05000000000
Siem Reap,Banteay Srei,170305,Run Ta Aek,1417,3590,3591,7181,4173,603,548,561,572,347,383,346,425,160,228,11,3,14,0.34000000000,0.19000000000
Siem Reap,Soutr Nikom,171107,Khnar Pou,1097,2854,3129,5983,3024,415,409,398,463,259,297,221,309,104,149,158,58,216,7.14000000000,3.61000000000
Banteay Meanchey,Mongkol Borei,010204,Kouk Ballangk,1460,4582,4279,8861,5109,576,505,577,527,487,470,619,629,426,293,420,236,656,12.84000000000,7.40000000000
Preah Vihear,Rovieng,130505,Rik Reay,475,1173,1156,2329,1263,158,158,166,160,130,122,103,110,63,93,2,16,18,1.43000000000,0.77000000000
Banteay Meanchey,Mongkol Borei,010211,Soea,3096,6852,6943,13795,8063,1084,1008,1026,1022,607,764,673,737,490,652,209,109,318,3.94000000000,2.31000000000
Banteay Meanchey,Mongkol Borei,010210,Sambuor,1534,3646,3796,7442,4440,648,664,578,509,452,466,388,419,141,175,471,425,896,20.18000000000,12.04000000000
Preah Vihear,Rovieng,130511,Romtum,1022,2354,2119,4473,2191,269,252,290,298,237,238,212,207,92,96,4,8,12,0.55000000000,0.27000000000
Siem Reap,Soutr Nikom,171101,Chan Sa,1915,4416,4657,9073,5315,626,653,779,811,524,539,392,569,187,235,47,32,79,1.49000000000,0.87000000000
Stung Treng,Thala Barivat,190503,Kang Cham,768,2057,1935,3992,1934,273,301,291,256,194,139,151,125,131,73,0,18,18,0.93000000000,0.45000000000
Preah Vihear,Rovieng,130506,Ruos Roan,464,1042,1061,2103,1175,133,184,164,179,125,129,84,89,37,51,5,11,16,1.36000000000,0.76000000000
Siem Reap,Soutr Nikom,171108,Popel,2176,5263,5545,10808,5381,696,708,657,685,592,661,443,538,183,218,113,96,209,3.88000000000,1.93000000000
Preah Vihear,Sangkum Thmei,130605,Ronak Ser,757,1729,1780,3509,1898,290,245,270,274,164,160,170,185,59,81,6,17,23,1.21000000000,0.66000000000
Stung Treng,Siem Bouk,190206,Siem Bouk,389,928,1004,1932,983,163,192,129,110,99,89,55,65,35,46,0,0,0,0.00000000000,0.00000000000
Siem Reap,Puok,170710,Puok,2834,6960,7237,14197,8068,950,1031,1142,1111,700,799,669,810,385,471,72,45,117,1.45000000000,0.82000000000
Siem Reap,Siem Reap,171003,Kouk Chak,6974,15448,19633,35081,21010,2480,2703,2510,2763,2033,2113,1895,2101,1165,1247,35,29,64,0.30000000000,0.18000000000
Siem Reap,Siem Reap,171005,Nokor Thum,1574,3961,4016,7977,4706,618,629,693,748,385,438,419,460,145,171,51,51,102,2.17000000000,1.28000000000
Preah Vihear,Rovieng,130508,Rieb Roy,348,834,888,1722,798,90,95,119,115,90,96,67,68,28,30,3,8,11,1.38000000000,0.64000000000
Stung Treng,Siem Bouk,190202,Kaoh Sampeay,550,1175,1545,2720,1603,195,225,184,250,146,196,121,146,61,79,0,11,11,0.69000000000,0.40000000000
Siem Reap,Puok,170705,Khnat,1944,4718,5076,9794,5707,722,764,749,782,486,606,467,627,222,282,39,39,78,1.37000000000,0.80000000000
Siem Reap,Prasat Bakong,170903,Ballangk,1275,3076,3184,6260,3499,383,380,480,454,424,377,275,311,162,253,28,12,40,1.14000000000,0.64000000000
Kampong Thom,Sandan,060602,Dang Kambet,470,1084,1354,2438,1436,149,149,147,153,130,124,98,116,69,301,10,9,19,1.32000000000,0.78000000000
Preah Vihear,Rovieng,130501,Robieb,973,2203,2325,4528,2800,305,310,336,359,280,287,235,301,193,194,4,14,18,0.64000000000,0.40000000000
Siem Reap,Siem Reap,171013,Tuek Vil,2261,5468,5753,11221,6462,707,826,916,978,645,709,545,646,223,267,40,27,67,1.04000000000,0.60000000000
Banteay Meanchey,Mongkol Borei,010207,Phnum Touch,2642,5452,5546,10998,6967,935,844,976,929,571,638,598,697,372,407,498,323,821,11.78000000000,7.46000000000
Siem Reap,Siem Reap,171011,Ampil,1388,3367,3431,6798,3795,525,499,519,525,315,366,302,359,172,213,35,14,49,1.29000000000,0.72000000000
Siem Reap,Puok,170713,Samraong Yea,1176,2779,2954,5733,3244,434,410,439,469,264,324,265,324,127,188,46,35,81,2.50000000000,1.41000000000
Siem Reap,Puok,170709,Pou Treay,405,978,1055,2033,1186,149,167,160,169,118,95,97,101,31,99,6,10,16,1.35000000000,0.79000000000
Siem Reap,Chi Kraeng,170406,Kouk Thlok Leu,2109,4980,5275,10255,5513,636,671,772,802,571,585,443,535,196,302,121,69,190,3.45000000000,1.85000000000
Stung Treng,Siem Bouk,190207,Srae Krasang,653,1343,1378,2721,1914,246,263,282,324,233,169,122,127,67,81,11,17,28,1.46000000000,1.03000000000
Battambang,Bavel,020404,Prey Khpos,2465,5739,6141,11880,8464,854,882,564,607,585,586,940,993,1149,1304,0,0,0,0.00000000000,0.00000000000
Mondul Kiri,Kaoh Nheaek,110203,Roya,449,1160,1124,2284,1015,141,142,173,174,114,83,74,77,19,18,0,0,0,0.00000000000,0.00000000000
Battambang,Thma Koul,020207,Boeng Pring,1974,4781,4944,9725,5693,690,646,568,762,631,684,411,497,426,378,466,254,720,12.65000000000,7.40000000000
